Fish,Date,Location,Site,CentralLatitude,CentralLongitude,AgeCategory,Species,TotalLength_mm,ForkLength_mm,TotalWeight_g,LiverWeight_g,GonadWeight_g,SubgonadWeight_g,Sex,Filet,FieldComments,DateWW,Vial_g,FiletandVialWW_g,Date_dw,FiletandVialDW_g,Comments,PercentMoisture,DmaDate,MassAnalyzed_g,Hg_ng,Hg_ug_per_kgdw,Hg_ug_per_kgww,DmaComments
NF-YP-A-1,2020-09-08,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,240,230,149.9,1.361,2.87,1.811,F,Y,parasites in filet,2020-10-25,7.10058,10.69403,2020-10-29,7.89346,,77.93541,2020-12-10,0.0104,12.5989,1211.4352,267.29821,
NF-YP-A-2,2020-09-08,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,191,184,81.5,0.703,2.33,,M,Y,parasites,2020-10-25,7.1048,9.96638,2020-10-29,7.72809,,78.21868,2020-11-25,0.0103,11.5042,1116.9161,243.2790699,
NF-YP-A-3,2020-09-08,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,183,176,70.7,0.598,0.68,,M,Y,,2020-12-15,7.04488,8.61644,2020-12-18,7.41676,,76.33689,2021-01-19,0.0102,8.0386,788.1023,186.4895142,
NF-YP-A-4,2020-09-08,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,193,185,90.2,0.955,1.229,,F,Y,a few parasites,2020-10-25,7.09663,8.86108,2020-10-29,7.48436,,78.02545,,,,,,
NF-YP-A-5,2020-09-08,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,183,176,78.3,0.752,0.596,,F,Y,,2020-12-13,7.16772,9.0335,2020-12-16,7.59301,,77.20578,2021-01-22,0.0103,15.1711,1487.3645,339.0331363,
NF-YP-A-6,2020-09-08,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,181,172,73.5,0.662,1.835,,M,Y,,2020-11-09,8.5231,11.93096,2020-11-12,9.24494,plus lid,78.81838,2021-01-22,0.0103,14.0349,1362.6157,288.6240796,
NF-YP-A-7,2020-09-08,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,280,260,208.4,2.112,2.5,1.282,F,Y,,2020-10-25,7.02469,9.97848,2020-10-29,7.61136,,80.1384,2020-11-03,0.0103,15.2347,1479.0974,293.7724092,
NF-YP-A-8,2020-09-08,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,158,152,47.1,0.396,0.938,,M,Y,,2020-10-28,7.09802,9.06914,2020-11-03,7.52744,,78.21442,2021-01-24,0.0104,10.861,1044.3237,227.5119751,
NF-YP-A-9,2020-09-08,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,152,144,41.2,0.338,0.139,,F,Y,,2020-10-29,7.05593,9.2276,2020-11-03,7.50302,,79.41262,2020-12-11,0.0101,7.1074,703.7012,144.8736401,
NF-YP-A-10,2020-09-08,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,125,120,21.9,0.219,0.074,,F,Y,,,,,,,,,,,,,,
NF-YP-A-11,2020-09-08,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,162,151,55.2,0.888,0.804,,F,Y,,2020-10-29,7.09243,9.1305,2020-11-03,7.4705,,81.44961,2020-12-10,0.0101,7.5836,750.8539,139.2863268,
NF-YP-A-12,2020-09-08,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,161,155,50.8,0.542,0.458,,F,Y,,,,,,,,,,,,,,
NF SMB-A-3,2020-09-08,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,274,259,260.4,2.346,2.477,1,F,Y,,,,,,,,,,,,,,
NF-YP-A-13,2020-09-08,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,111,106,15.8,NA,NA,,IM,N,,,,,,,,,,,,,,
NF-YP-A-14,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,238,229,161.6,1.596,2.978,1.261,F,Y,,2020-10-25,7.05912,8.26473,2020-10-29,7.30977,,79.20969,2020-12-10,0.0102,14.5192,1423.4471,295.9390648,
NF-YP-A-15,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,208,200,103.5,1.284,1.701,1.35,F,Y,,2020-10-25,7.05905,8.38866,2020-10-29,7.35577,,77.68368,2020-12-09,0.0101,6.4303,636.6612,142.0793507,
NF-YP-A-16,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,244,235,182.1,1.553,3.17,1.49,F,Y,,2020-10-29,7.02475,10.56418,2020-11-03,7.75723,,79.30514,2020-12-10,0.0103,16.3124,1583.7302,327.7507477,
NF-YP-A-17,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,215,206,106.7,1.157,2.311,1.298,F,Y,,2020-10-28,7.07082,9.08075,2020-11-03,7.49166,,79.06196,2021-01-24,0.0103,11.2981,1096.8997,229.6692979,
NF-YP-A-18,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,185,176,74.7,0.743,0.8,,F,Y,,2020-10-25,7.07164,9.86122,2020-10-29,7.68074,,78.16517,2020-11-25,0.0103,5.9594,578.5858,126.3332258,
NF-YP-A-19,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,247,238,168.1,1.277,2.321,1.07,F,Y,,2020-10-28,7.10268,9.05599,2020-11-03,7.51086,,79.10316,2021-01-22,0.0104,8.7755,843.7991,176.3273478,
NF-YP-A-20,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,224,216,142.3,1.779,2.867,1.227,F,Y,,2020-10-28,7.09503,10.95217,2020-11-03,7.96376,,77.47735,2020-12-10,0.0104,8.8087,846.9899,190.7645707,
NF-YP-A-21,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,203,194,107,1.341,1.77,1,F,Y,,2020-11-09,7.08831,11.295,2020-11-12,7.98828,,78.60622,2020-12-11,0.0101,8.3007,821.8508,175.8249521,
NF-YP-A-22,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,180,173,69.5,0.514,1.759,,M,Y,,2020-10-25,7.0728,7.95019,2020-10-29,7.26765,,77.79209,2020-12-09,0.0105,8.7305,831.475,184.6532197,
NF-YP-A-23,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,176,168,66.7,0.768,0.897,,F,Y,,2020-12-13,7.09439,10.89737,2020-12-16,7.93162,,77.9849,2021-01-21,0.0105,19.4186,1849.3905,407.145168,
NF-YP-A-24,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,220,212,99.4,0.744,1.786,1.21,F,Y,,2020-12-13,7.12526,8.91371,2020-12-16,7.49069,,79.56722,2021-01-22,0.0103,15.6655,1520.9218,310.7666054,
NF-YP-A-25,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,211,202,108.2,1.01,1.71,1.029,F,Y,,2020-11-09,8.56147,13.16316,2020-11-12,9.58036,PLUS LID,77.85835,2021-01-22,0.0103,7.443,722.6208,160.0001684,
NF-YP-A-26,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,219,210,138.6,1.543,2.032,1.216,F,Y,,2020-11-09,7.11097,12.08152,2020-11-12,8.18784,,78.33499,2021-01-22,0.0104,9.0997,874.9705,189.5624463,
NF-YP-A-27,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,187,180,82.7,1.229,1.149,,F,Y,,2020-12-16,7.08004,10.76822,2020-12-18,7.85652,,78.9468,2021-01-18,0.0103,11.0351,1071.3699,225.5576478,
NF-YP-A-28,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,186,178,76.9,1.049,1.062,,F,Y,,2020-10-25,7.02408,8.7887,2020-10-29,7.42015,,77.55494,2020-12-09,0.0102,9.0675,888.968,199.529401,
NF-YP-A-29,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,221,211,123.1,0.993,3.226,,M,Y,,2020-11-09,8.61552,12.63049,2020-11-12,9.48436,PLUS LID,78.35999,2020-12-14,0.0105,19.5431,1861.2466,402.7739504,
NF-YP-A-30,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,244,236,163.5,1.124,2.009,1.606,F,Y,,2020-10-25,7.08901,9.56223,2020-10-29,7.63758,,77.8196,2020-11-25,0.0102,13.1453,1288.7589,285.8518791,
NF-YP-A-31,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,193,185,87.3,0.616,0.933,,M,Y,,2020-10-29,7.10739,9.13277,2020-11-03,7.52296,,79.48188,2020-12-10,0.0102,10.5706,1036.3292,212.6352689,
NF-YP-A-32,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,172,165,65,0.738,0.578,,F,Y,,2020-11-09,8.72798,11.4136,2020-11-12,9.28969,PLUS LID,79.08453,2020-12-14,0.0102,21.245,2082.8418,435.6361518,
NF-YP-A-33,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,201,191,97.8,0.711,1.441,,M,Y,,2020-10-25,7.07124,9.69171,2020-10-29,7.67396,,76.99955,2020-12-09,0.0102,10.6758,1046.6454,240.7331519,
NF-YP-A-34,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,199,191,84.5,0.603,1.114,,M,Y,,2020-11-09,8.62071,11.45352,2020-11-12,9.25379,PLUS LID,77.65187,2021-01-22,0.0105,16.7545,1595.6672,356.6017802,
NF-YP-A-35,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,171,164,59.7,0.71,0.922,,M,Y,,2020-11-09,8.54526,11.20844,2020-11-12,9.13309,PLUS LID,77.92752,2020-12-14,0.0103,14.2945,1387.8177,306.3257843,
NF-YP-A-36,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,171,164,65.8,0.817,0.742,,M,Y,,2020-11-09,7.08671,8.77499,2020-11-12,7.43589,,79.31741,2020-12-14,0.0102,16.1812,1586.3896,328.1064568,
NF-YP-A-37,2020-09-09,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,179,171,63.4,0.741,0.842,,M,Y,,2020-10-29,7.10679,8.43721,2020-11-03,7.36528,,80.5708,2020-12-11,0.0105,6.0643,577.5513,112.2135972,
NF-YP-A-38,2020-09-10,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,294,284,237.2,2.393,4.739,2.234,F,Y,,2020-11-09,7.07601,11.20402,2020-11-12,7.92855,,79.34743,2021-01-22,0.0104,16.9924,1633.8818,337.4385825,
NF-YP-A-39,2020-09-10,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,218,210,122.2,1.851,2.331,2.331,F,Y,weird back deformity,2020-10-29,7.09137,9.555005,2020-11-03,7.629765,,78.3314955,2020-12-09,0.01035,15.07045,1455.9481,315.4821796,
NF-YP-A-40,2020-09-10,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,239,231,148.8,2.073,3.281,3.281,F,Y,,2020-11-09,7.06053,10.81031,2020-11-12,7.46962,,89.0902933,2021-01-22,0.0103,18.357,1782.2355,194.4366658,
NF-YP-A-41,2020-09-10,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,225,215,129.2,1.365,1.945,1.945,F,Y,,2020-12-16,7.10984,11.52858,2020-12-18,8.09395,,77.72872,2021-01-18,0.0102,14.1928,1391.4542,309.894661,
NF-YP-A-42,2020-09-10,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,203,195,102.2,1.376,1.929,1.929,F,Y,,2020-12-14,7.06182,8.39804,2020-12-16,7.35937,,77.73196,2021-01-20,0.0105,13.5685,1292.239,287.7562974,
NF-YP-A-43,2020-09-10,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,196,188,78.9,0.954,1.2,1.2,F,Y,,2020-10-05,7.12437,8.61736,2020-10-29,7.4538,,77.93488,2020-11-04,0.0104,20.0576,1928.6139,425.5509714,
NF-YP-A-44,2020-09-10,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,194,185,85.6,0.595,1.945,,M,Y,,2020-11-09,8.55899,12.65041,2020-11-12,9.43829,PLUS LID,78.50868,2020-12-14,0.0105,7.2229,687.8948,147.8376727,
NF-SMB-A-4,2020-09-10,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,455,430,1140,14.179,20.56,1.386,F,Y,,2020-10-25,7.04497,9.6995,2020-10-29,7.63839,,77.64501,2020-11-03,0.0102,9.9228,972.8251,217.4749538,double check sheet
NF-SMB-A-5,2020-09-10,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,401,380,789,7.084,2.861,,M,Y,,2020-11-09,7.07633,11.25421,2020-11-12,7.94149,,79.29189,2021-01-22,0.0105,60.1729,5730.7524,1186.730511,
NF-SMB-A-6,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,436,416,1028,7.629,17.25,1.039,F,Y,,2020-10-25,7.05545,7.48996,2020-10-29,7.1606,,75.80033,2020-11-04,0.0101,34.4732,3413.1899,825.9806923,
NF-SMB-A-7,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,395,376,792,7.051,4.018,,M,Y,one otolith only,2020-12-15,7.0632,10.11519,2020-12-18,7.7645,,77.02155,2021-01-20,0.0101,36.1298,3577.2097,821.9873423,
NF-SMB-A-8,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,502,480,1615,19.876,25.658,1.335,F,Y,,2020-10-29,7.04166,10.67102,2020-11-03,7.86662,,77.26982,2020-12-10,0.0104,54.5255,5242.8394,1191.706833,
NF-SMB-A-9,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,366,345,657,6.339,3.683,,M,Y,,2020-10-29,7.22502,8.6666,2020-11-03,7.50069,,80.87723,2020-12-11,0.0103,26.4187,2564.9229,490.4843068,
NF-SMB-A-10,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,385,366,653,4.918,9.857,1.362,F,Y,,2020-10-29,7.105955,9.61104,2020-11-03,7.68231,,76.94124631,2020-12-11,0.0103,32.40785,3149.8954,726.3266219,
NF-SMB-A-11,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,288,275,321,3.859,2.776,1.355,F,Y,,2020-12-14,7.13678,10.49768,2020-12-16,7.93617,,76.215,2021-01-20,0.0104,18.2929,1758.9318,418.3619286,
NF-SMB-A-12,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,348,332,548,4.063,2.83,,M,Y,,2020-10-29,7.093795,9.74628,2020-11-03,7.71647,,76.47198732,2020-12-10,0.01015,24.26205,2394.84985,563.4605765,
NF-SMB-A-13,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,337,322,501,4.313,5.557,0.938,F,Y,,44132,7.05448,10.732085,44138,7.900625,,76.69120791,2020-12-10,0.01025,27.88135,2719.6577,633.9193589,
NF-SMB-A-14,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,289,275,296,2.646,1.595,,M,Y,,2020-10-25,7.05241,7.96344,2020-10-29,7.25724,,77.51666,2020-12-08,0.0103,31.7117,3078.8018,692.2174766,
NF-SMB-A-15,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,361,344,670,670,10.046,0.986,F,Y,lots of nematoed,2020-11-09,8.64631,12.7999,2020-11-12,9.59172,PLUS LID,77.23873,,,,,,
NF-SMB-A-16,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,258,243,218,2.269,1.262,,F,Y,only 1 otolith/parasites,2020-10-29,7.14239,8.84679,2020-11-03,7.5142,,78.18529,2020-12-10,0.0104,18.2289,1752.7798,382.3638303,
NF-SMB-A-17,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,313,306,367,3.807,0.352,,M,Y,"large intrusion when caught, dead in morning",2020-10-28,7.15219,11.06601,2020-11-03,7.76368,,84.37613,2021-01-22,0.0105,42.702,4066.8542,635.4000133,
NF-SMB-A-18,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,253,242,217,1.779,1.632,,F,Y,one borken otolith,2020-12-16,7.10378,8.25085,2020-12-18,7.37073,,76.72766,2021-01-20,0.0103,17.8683,1734.7871,403.7255522,
NF-SMB-A-19,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,254,242,212,2.407,1.52,,F,Y,,2020-12-16,7.12758,10.57983,2021-02-19,8.01812,,74.20406981,2021-02-19,0.0104,15.54295,1494.6405,385.55642,
NF-SMB-A-20,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,263,251,214,1.978,0.793,,M,Y,,2020-10-25,7.04732,9.78271,2020-10-29,7.67636,,77.00364,2020-12-08,0.0105,21.1563,2014.8866,463.3505761,
NF-SMB-A-21,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,253,242,203,1.879,1.215,,M,Y,,2020-10-25,7.09648,8.15564,2020-10-29,7.34193,,76.82598,2020-11-03,0.0104,8.7007,836.6093,193.8760065,
NF-SMB-A-22,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,251,238,197,1.727,1.049,,M,Y,,2020-12-14,7.0091,12.5092,2020-12-16,8.25314,,77.3815,2021-01-22,0.0104,12.7971,1230.4907,278.318539,
NF-SMB-A-23,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,239,229,169,,,,IM,Y,,2020-10-29,7.16245,7.96783,2020-11-03,7.33051,,79.13283,2020-12-11,0.0102,18.0993,1774.4447,370.2763921,
NF-YP-A-45,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,171,164,59,0.604,3.618,,M,Y,,2020-12-13,7.13345,9.67446,2020-12-16,7.70546,,77.48887,2021-01-22,0.0105,9.0929,865.9897,194.9440672,
NF-YP-A-46,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,226,220,123,1.045,5.725,,M,Y,,2020-10-25,7.12169,8.313,2020-10-29,7.34964,,80.8656,2020-12-01,0.0105,15.5094,1477.0847,282.6312948,
NF-YP-A-#1,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,261,253,183.3,,,,,Y,,2020-10-25,7.07282,8.83691,2020-10-29,7.48094,,76.86513,2020-11-25,0.0103,12.2203,1186.4388,274.481074,
NF-SMB-A-#1,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,205,196,108.1,,,,,Y,,2020-10-25,7.09681,8.53824,2020-10-29,7.4421,,76.04532,2020-12-09,0.0102,10.769,1055.7836,252.9095829,
NF-SMB-A-#2,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,230,220,150.1,,,,,Y,,2020-10-25,7.09258,9.13408,2020-10-29,7.57739,,76.25227,2020-12-01,0.0103,15.2634,1481.8823,351.9134075,
NF-SMB-A-#3,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,222,211,128.8,,,,,Y,,2020-12-15,7.08526,9.64737,2020-12-18,7.65833,,77.63289,2021-01-18,0.0105,32.6918,3113.5039,696.4008422,
NF-SMB-A-#4,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,202,193,99.9,,,,,Y,,2020-10-25,7.04437,10.44583,2020-10-29,7.80877,fluctuating last 2 digs,77.5273,2020-12-01,0.0102,27.7926,2724.7686,612.3290732,
NF-SMB-A-#5,2020-09-15,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,212,201,123.4,,,,,Y,,2020-10-25,7.0744,8.33173,2020-10-29,7.36212,,77.11659,2020-12-09,0.0105,15.9501,1519.0575,347.6121559,
NF-SMB-A-24,2020-09-16,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,399,381,871,7.095,14.293,1.731,F,Y,frozen,2020-10-25,7.07628,9.05914,2020-10-29,7.52816,,77.2107,2020-11-25,0.0102,26.8414,2631.5093,599.7025489,
NF-SMB-A-25,2020-09-16,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,400,383,776,8.466,3.852,,M,Y,"frozen, one otolith",2020-10-25,7.122,10.16139,2020-10-29,7.78015,,78.34598,2020-12-09,0.0105,40.6566,3872.0603,838.4567118,
NF-SMB-A-26,2020-09-16,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,300,288,313,2.029,1.827,,M,Y,"frozen, one otolith broken",2020-10-29,7.06907,10.89393,2020-11-03,7.86943,,79.07479,2020-12-11,0.0104,29.8035,2865.7229,599.6585348,
NF-SMB-A-27,2020-09-16,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,306,289,374,2.807,5.572,1.122,F,Y,"frozen, parasites in muscle, one on liver",2020-10-28,7.08698,8.7002,2020-11-03,7.46155,,76.78122,2021-01-24,0.0102,26.4156,2589.7693,601.3128363,
NF-YP-A-#2,2020-09-16,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,261,250,209.8,,,,F,Y,frozen,2020-10-29,7.08645,8.35651,2020-11-03,7.35325,,78.99312,2020-12-10,0.0101,15.2594,1510.827,317.3776149,
NF-YP-A-#3,2020-09-16,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,211,204,112.8,,,,F,Y,frozen,2020-10-25,7.06999,9.49482,2020-10-29,7.61888,,77.36377,2020-12-08,0.0103,12.8147,1244.1458,281.6277048,
NF-YP-A-47,2020-09-16,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,216,209,114.2,0.779,2.215,,M,Y,frozen,2020-10-29,7.11332,9.25622,2020-11-03,7.57413,,78.49596,2020-12-10,0.0103,9.6064,932.6581,200.5591709,
NF-YP-A-#4,2020-09-16,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,203,195,98.8,,,,F,Y,frozen,2020-10-28,7.10752,8.78736,2020-11-03,7.47397,,78.18542,2021-01-24,0.0101,9.724,962.77,210.0242319,
NF-YP-A-48,2020-09-16,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,198,190,93.7,0.599,2.802,,M,Y,frozen,2020-10-29,7.09606,9.31711,2020-11-03,7.55259,,79.44531,2021-01-24,0.0103,15.6951,1523.7938,313.2110918,
NF-SMB-A-28,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,445,420,1184,12.127,23.219,1.299,F,Y,broken otoliths,2020-12-14,7.08432,9.68943,2020-12-16,7.67294,,77.40518,2021-01-20,0.0103,26.6641,2588.7498,584.9233576,
NF-SMB-A-29,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,458,426,1380,18.762,8.455,,M,Y,,2020-12-16,7.13103,10.97378,2020-12-18,7.9975,,77.45182,2021-01-18,0.0104,35.9217,3454.0093,778.8162342,
NF-SMB-A-30,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,419,394,1025,12.458,16.569,1.139,F,Y,,2020-10-28,7.11059,11.20731,2020-11-03,7.52462,,89.89362,2020-12-10,0.0102,20.78465,2037.71075,205.9387466,
NF-SMB-A-31,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,417,400,1121,11.605,6.061,,M,Y,,2020-12-14,7.02928,8.76249,2020-12-16,7.4058,,78.27615,2021-01-20,0.0101,25.0697,2482.145,539.2174566,
NF-SMB-A-32,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,412,394,944,6.876,5.929,,M,Y,,2020-12-15,7.11111,8.6236,2020-12-18,7.44,,78.25506,2021-01-20,0.0104,61.0206,5867.3662,1275.85526,
NF-SMB-A-33,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,433,410,1041,13.27,22.976,1.787,F,Y,,2020-10-25,7.04213,8.66813,2020-10-29,7.40706,,77.55658,2020-11-04,0.0103,37.5609,3646.6924,818.4424914,
NF-SMB-A-34,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,458,435,1305,13.29,7.547,,M,Y,,2020-12-14,7.08396,12.69606,2020-12-16,8.28873,,78.53263,2021-01-21,0.0104,60.3848,5806.2285,1246.444555,
