Fish,Date,Location,Site,CentralLatitude,CentralLongitude,AgeCategory,Species,TotalLength_mm,ForkLength_mm,TotalWeight_g,LiverWeight_g,GonadWeight_g,SubgonadWeight_g,Sex,Filet,FieldComments,DateWW,Vial_g,FiletandVialWW_g,Date_dw,FiletandVialDW_g,Comments,PercentMoisture,DmaDate,MassAnalyzed_g,Hg_ng,Hg_ug_per_kgdw,Hg_ug_per_kgww,DmaComments
NF-SMB-A-35,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,331,314,469,4.428,8.779,1.332,F,Y,,2020-12-13,7.07476,11.1769,2020-12-16,7.98462,,77.81987,2021-01-22,0.0105,22.7475,2166.4285,480.5166577,
NF-SMB-A-36,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,413,387,1083,12.447,18.979,1.834,F,Y,,2020-10-25,7.04893,8.703,2020-10-29,7.41867,,77.64665,2020-12-10,0.0105,25.6093,2438.981,545.1939594,
NF-SMB-A-37,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,396,377,965,9.168,5.585,,M,Y,,2020-12-13,7.0936,11.48824,2020-12-16,8.04109,,78.43987,2020-12-10,0.0101,20.4812,2027.8442,437.2058457,
NF-SMB-A-38,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,433,414,1306,14.978,8.508,,M,Y,,2020-10-25,7.07115,10.42012,2020-10-29,7.81652,,77.74331,2020-12-09,0.0102,36.4953,3577.9709,796.3378915,
NF-SMB-A-39,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,445,420,1334,12.931,5.355,,M,Y,,2020-12-16,7.08854,10.09799,2020-12-18,7.77536,,77.17789,2021-01-20,0.0104,52.1462,5014.0532,1144.312737,
NF-SMB-A-40,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,481,453,1572,23.173,32.14,1.073,F,Y,,2020-12-14,7.07084,12.93973,2020-12-16,8.37671,,77.74928,2021-01-21,0.0101,52.1462,5162.9858,1148.801514,
NF-SMB-A-41,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,446,425,1376,16.923,27.882,1.084,F,Y,,2020-10-25,7.08404,9.63545,2020-10-29,7.63658,,78.34374,2020-12-09,0.0105,42.6892,4065.6382,880.4651793,
NF-SMB-A-42,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,437,402,1260,13.805,6.985,,M,Y,,2020-10-25,7.04264,8.48014,2020-10-29,7.37568,,76.832,2020-11-03,0.0104,38.6275,3714.1836,860.5020564,
NF-SMB-A-43,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,471,445,1368,15.101,24.483,1.686,F,Y,one otolith is broken,2020-10-24,7.02944,9.51367,2020-10-29,7.54756,,79.14364,2020-12-08,0.0102,60.2711,5908.9277,1232.387233,
NF-SMB-A-44,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,465,435,1302,14.884,23.642,1.497,F,Y,,2020-10-25,7.10243,9.73104,2020-10-29,7.68027,,78.01728,2020-12-01,0.0102,39.9087,3912.6133,860.0988264,
NF-SMB-A-45,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,341,320,593,6.886,2.536,,M,Y,"fish stiffly bent, hard to get accurate length measurements",2020-12-15,7.08983,7.86658,2020-12-18,7.25085,,79.27004,2021-01-20,0.0105,15.5664,1482.5098,307.3236885,
NF-SMB-A-46,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,416,392,1031,8.518,5.497,,M,Y,,2020-10-28,7.09805,9.45562,2020-11-03,7.60807,,78.36671,2021-01-22,0.0105,36.7544,3500.4167,757.2552959,
NF-SMB-A-47,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,345,326,568,4.33,2.579,,M,Y,,2020-12-13,7.13769,10.2816,2020-12-16,7.81128,,78.57477,2021-01-22,0.0103,22.2111,2156.4219,462.0183518,
NF-SMB-A-48,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,452,428,1299,12.327,5.413,,M,Y,,2020-10-28,7.13876,10.97613,2020-11-03,7.95306,,78.77974,2021-01-24,0.0103,41.3432,4013.9043,851.7609286,
NF-SMB-A-49,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,357,336,628,5.103,3.459,,M,Y,,2020-10-29,7.11300,10.51035,2020-11-03,7.84446,,78.46673,2020-12-10,0.0101,26.48245,2622.022,564.6069502,
NF-SMB-A-50,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,405,381,871,8.276,5.106,,M,Y,,2020-10-25,7.1299,10.3566,2020-10-29,7.84574,,77.81511,2020-12-08,0.0102,25.0524,2456.1194,544.8873872,
NF-YP-A-49,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,253,246,180,2.13,4.483,2.175,F,Y,,2020-12-16,7.12778,9.63197,2020-12-18,7.632,,79.86495,2021-01-19,0.0104,12.3701,1189.4329,239.4929091,
NF-YP-A-50,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,214,207,134,1.024,4.151,1.271,F,Y,,2020-12-16,7.11028,8.47589,2020-12-18,7.39983,,78.79702,2021-01-20,0.0104,12.8429,1234.8942,261.8343702,
NF-SMB-A-51,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,421,394,1080,9.496,5.238,,M,Y,,2020-12-15,7.0912,11.3879,2020-12-18,8.00645,,78.69877,2021-01-19,0.0102,27.6445,2710.2485,577.3162666,
NF-YP-A-51,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,156,150,51,0.425,3.439,,M,Y,one otolith,2020-12-13,7.08425,9.04961,2020-12-16,7.46169,,80.79538,2021-01-21,0.0105,9.6682,920.7776,176.8318391,
NF-SMB-A-52,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,443,416,1168,13.941,23.575,1.52,F,Y,,2020-10-25,7.05315,10.4919,2020-10-29,7.80021,,78.27525,2020-11-04,0.0101,41.512,4110.1021,892.909406,
NF-SMB-A-53,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,407,383,1105,13.881,5.512,,M,Y,,2020-10-28,7.10068,10.3375,2020-10-30,7.80664,,78.1897,2020-11-03,0.0102,27.7926,2724.7686,594.280206,
NF-SMB-A-54,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,401,388,991,9.65,5.45,,M,Y,,2020-10-25,7.04474,9.58922,2020-10-29,7.59628,,78.32406,2020-11-25,0.0105,48.485,4617.6201,1000.912562,
NF-SMB-A-55,2020-09-24,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,428,400,1067,13.895,6.126,,M,Y,,2020-12-14,7.14731,10.49501,2020-12-16,7.87608,,78.23073,2021-01-20,0.0104,29.6281,2848.8574,620.1754593,
NF-SMB-A-56,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,507,485,1811,23.764,33.298,1.932,F,Y,one broken otolith,2020-10-25,7.02794,9.39292,2020-10-29,7.54452,,78.15711,2020-12-08,0.01,67.5748,6757.4761,1476.028071,
NF-SMB-A-57,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,398,375,795,,,,M,Y,one gonad 1/2 of other so didnêt process,,,,,,,,,,,,,
NF-SMB-A-58,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,376,353,730,6.907,15.148,1.481,F,Y,,2020-10-28,7.12328,11.6388,2020-11-03,8.11239,,78.09532,2021-01-24,0.0102,23.6136,2315.0581,507.1060686,
NF-SMB-A-59,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,332,312,473,3.625,7.236,1.448,F,Y,,2020-12-13,7.06578,10.65626,2020-12-16,7.86251,,77.80993,2021-01-21,0.0103,20.9743,2036.3367,451.8645392,
NF-SMB-A-60,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,416,394,967,14.453,6.21,1.804,F,Y,scar on side - lamprey?,2020-12-14,7.05275,12.31607,2020-12-16,8.14774,,79.19583,2021-01-21,0.0105,41.5522,3957.3491,823.2936343,
NF-SMB-A-61,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,331,319,612,7.786,8.65,1.421,F,Y,,2020-10-28,7.12964,10.47616,2020-10-30,7.9398,,75.79097,2020-11-03,0.0104,19.3308,1858.7261,449.9795592,
NF-SMB-A-62,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,367,343,657,8.478,8.803,1.326,F,Y,,2020-10-25,7.08132,9.35067,2020-10-29,7.58458,,77.82361,2020-12-01,0.0102,25.2156,2472.1172,548.2263515,
NF-SMB-A-63,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,394,369,802,4.267,3.622,,M,Y,,2020-12-13,7.12264,10.45006,2020-12-16,7.81063,,79.32362,2021-01-22,0.0102,50.8831,4988.5415,1031.449797,
NF-SMB-A-64,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,429,401,1038,11.842,21.107,1.75,F,Y,,2020-10-25,7.04152,9.52207,2020-10-29,7.59439,,77.7118,2020-12-09,0.0102,35.9628,3525.769,785.8304463,
NF-SMB-A-65,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Smallmouth Bass,330,312,443,4.461,7.228,1.927,F,Y,,2020-12-15,7.04264,11.86037,2020-12-18,8.08999,,78.26051,2021-01-20,0.0105,31.7185,3020.8105,656.7087966,
NF-YP-A-52,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,165,159,56.9,0.503,5.102,,M,Y,,2020-10-25,7.05878,8.1669,2020-10-29,7.29989,,78.24153,2020-11-04,0.0103,12.0275,1167.7195,254.0778971,check paper sheet
NF-YP-A-53,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,197,189,96.6,0.778,8.679,,M,Y,,2020-10-25,7.05162,9.62508,2020-10-29,7.6063,,78.44614,2020-12-09,0.01,16.8039,1680.3904,362.1889943,
NF-YP-A-54,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,155,147,46.3,0.562,2.594,,M,Y,,2020-12-15,7.10719,8.44826,2020-12-18,7.39719,,78.37548,2021-01-18,0.0102,6.2164,609.4522,131.7911129,
NF-YP-A-55,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,173,165,67.9,0.695,6.17,,M,Y,,2020-12-16,7.08195,9.06664,2020-12-18,7.50854,,78.50596315,2021-01-19,0.0102,8.8622,868.842,186.7492197,
NF-YP-A-56,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,198,191,102,0.948,7.408,,M,Y,,2020-12-13,7.1081,11.07306,2020-12-16,7.95836,,78.55565,2021-01-21,0.0103,20.2021,1961.3662,420.6022327,
NF-YP-A-57,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,226,217,148.8,0.879,13.204,,M,Y,,2020-12-16,7.11563,9.44629,2020-12-18,7.5814,,80.01553,2021-01-18,0.0105,16.2322,1545.9225,308.9444182,
NF-YP-A-58,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,164,156,56.7,0.676,4.896,,M,Y,one otolith,2020-10-28,7.09971,10.11574,2020-11-03,7.76115,,78.06918,2021-01-22,0.0103,8.5302,828.1724,181.6249983,
NF-YP-A-59,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,178,170,76.6,0.911,7.238,,M,Y,,2020-10-25,7.06857,9.7424,2020-10-29,7.64631,,78.39279,2020-12-09,0.0101,18.7464,1856.0835,401.0478596,
NF-YP-A-60,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,181,174,75.7,0.534,5.616,,M,Y,,2020-10-25,7.05093,7.65335,2020-10-29,7.18229,,78.19462,2020-12-09,0.0104,7.0501,677.8952,147.8176244,
NF-YP-SIA-1,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,202,193,102,,,,M,N,one otolith broken,,,,,,,,,,,,,
NF-YP-SIA-2,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,171,164,67.2,,,,M,N,,,,,,,,,,,,,,
NF-YP-SIA-3,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,162,155,54.1,,,,M,N,,,,,,,,,,,,,,
NF-YP-SIA-4,2020-09-25,Saint John River,NF,45.97149,-66.719803,Adult,Yellow Perch,160,151,51.9,,,,M,N,,,,,,,,,,,,,,
REF-YP-A-1,2020-09-11,Saint John River,REF,46.18625,-67.554377,Adult,Yellow Perch,233,225,132.1,1.087,2.502,,F,Y,,2020-10-29,7.12609,10.13707,2020-11-03,7.71407,,80.47214,2020-12-10,0.0105,15.8575,1510.2361,294.9167913,
REF-YP-A-2,2020-09-11,Saint John River,REF,46.18625,-67.554377,Adult,Yellow Perch,212,202,96.6,0.684,1.185,,F,Y,,2020-10-28,7.13657,8.74957,2020-11-03,7.43422,,81.54681,2021-01-24,0.0102,9.9123,971.7917,179.3265688,
REF-YP-A-3,2020-09-11,Saint John River,REF,46.18625,-67.554377,Adult,Yellow Perch,232,225,133.2,0.824,2.749,,F,Y,,2020-10-28,7.08669,10.00825,2020-11-03,7.68131,,79.64717,2021-01-22,0.0103,18.2275,1769.6603,360.1759524,
REF-YP-A-4,2020-09-11,Saint John River,REF,46.18625,-67.554377,Adult,Yellow Perch,264,251,203.4,1.921,4.819,1.13,F,Y,,2020-10-24,7.08084,9.5208,2020-10-29,7.60537,,78.50252,2020-11-04,0.0104,23.6597,2274.9734,489.0619517,
REF-YP-A-5,2020-09-11,Saint John River,REF,46.18625,-67.554377,Adult,Yellow Perch,283,274,240.1,3.192,7.25,1.255,F,Y,,2020-10-28,7.19746,9.18928,2020-11-03,7.59711,,79.93544,2021-01-24,0.0102,33.1448,3249.4937,651.9966131,
REF-YP-A-6,2020-09-11,Saint John River,REF,46.18625,-67.554377,Adult,Yellow Perch,252,243,179.8,2.375,4.437,1.227,F,Y,,2020-11-09,7.12742,12.59201,2020-11-12,8.26386,,79.20356,2020-12-14,0.0104,21.6827,2084.8777,433.58034,
REF-YP-A-7,2020-09-11,Saint John River,REF,46.18625,-67.554377,Adult,Yellow Perch,242,232,156.9,1.382,8.341,1.423,F,Y,gonad leaked fluid when cut open,2020-10-25,7.09764,9.2133,2020-10-29,7.53293,,79.42533,2020-11-03,0.0104,29.274,2814.8091,579.1376835,
REF-YP-A-8,2020-09-11,Saint John River,REF,46.18625,-67.554377,Adult,Yellow Perch,239,234,153.4,2.332,9.185,,M,Y,,2020-12-15,7.02527,10.24162,2020-12-18,7.69171,,79.27962,2021-01-18,0.0101,19.2282,1903.7863,394.4717557,
REF-YP-A-9,2020-09-11,Saint John River,REF,46.18625,-67.554377,Adult,Yellow Perch,223,214,135.3,1.041,2.937,,M,Y,,2020-10-29,7.14391,7.97112,2020-11-03,7.31226,,79.64846,,,,,,
REF-YP-A-10,2020-09-11,Saint John River,REF,46.18625,-67.554377,Adult,Yellow Perch,194,187,85.1,0.764,0.889,,F,Y,,2020-10-29,7.10455,9.6186,2020-11-03,7.63274,,78.99047,2020-12-10,0.0103,6.3202,613.6164,128.9179216,
REF-YP-A-11,2020-09-11,Saint John River,REF,46.18625,-67.554377,Adult,Yellow Perch,222,211,126.6,0.961,1.626,,F,Y,,2020-10-25,7.12265,10.69963,2020-10-29,7.84065,,79.9272,2020-11-25,0.0101,23.4283,2319.6306,465.6148111,
REF-SMB-A-1,2020-09-11,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,456,439,1414,13.655,17.848,1.769,F,Y,,2020-10-25,7.08401,10.60219,2020-10-29,7.88178,,77.32436,2020-12-08,0.01,26.7026,2670.2612,605.4988168,
REF-SMB-A-2,2020-09-11,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,400,385,982,12.6,13.903,2.386,F,Y,,2020-10-28,7.06983,10.13559,2020-11-03,7.78587,,76.64396,2021-01-22,0.0104,24.9206,2396.2134,559.6605602,
REF-SMB-A-3,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,329,314,459,5.566,5.51,1.038,F,Y,,2020-10-29,7.13364,11.15225,2020-11-03,8.01757,,78.00409,2020-12-10,0.0103,18.8508,1830.1764,402.5639538,
REF-SMB-A-4,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,390,375,972,5.578,4.507,,M,Y,some parasites in fillet,2020-10-25,7.06398,8.35163,2020-10-29,7.35211,,77.62358,2020-11-04,0.0105,12.6166,1201.583,268.8712587,
REF-SMB-A-5,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,462,434,1373,16.652,8.882,,M,Y,just one otolith,2020-10-25,7.05054,10.10614,2020-10-29,7.75562,,76.92499,2020-11-04,0.0102,39.3747,3860.2622,890.7558887,
REF-SMB-A-6,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,416,390,1135,14.491,20.274,2.487,F,Y,,2020-12-13,7.10468,10.77775,2020-12-18,8.34192,,66.31592,,,,,,
REF-SMB-A-7,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,370,350,762,6.281,3.511,,M,Y,,2020-10-25,7.07108,9.61241,2020-10-29,7.64552,,77.39609,2020-12-09,0.0101,6.6729,660.6855,149.3407558,
REF-SMB-A-8,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,461,444,986,12.897,6.646,,M,Y,lumpy gonads,2020-12-16,7.12585,11.83527,2020-12-18,8.13634,,78.54322,2021-01-20,0.0104,54.4648,5236.998,1123.691139,
REF-SMB-A-9,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,400,376,937,8.574,3.287,,M,Y,,2020-12-15,7.08482,10.68482,2020-12-18,7.89423,,77.51639,2021-01-20,0.0101,7.2646,719.265,161.7167375,
REF-SMB-A-10,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,350,330,658,7.358,3.792,,M,Y,many parasites,2020-10-28,7.05058,11.14513,2020-11-03,7.95872,,77.82076,2020-12-10,0.0104,22.1969,2134.3193,473.3757999,
REF-SMB-A-11,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,422,403,1023,10.782,4.363,,M,Y,,2020-10-29,7.10847,8.28488,2020-11-03,7.5317,,64.0236,,,,,,
REF-SMB-A-12,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,315,302,412,3.6,1.189,,M,Y,,2020-10-29,7.04783,8.37185,2020-11-03,7.33621,,78.21936,2020-12-11,0.0102,21.1487,2073.4058,451.601053,
REF-SMB-A-13,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,365,347,715,6.356,3.268,,M,Y,parasites,2020-12-15,7.09716,11.77205,2020-12-18,8.15165,,77.44353,2021-01-18,0.0104,21.9142,2107.1311,475.2943944,
REF-SMB-A-14,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,420,395,1201,8.335,3.503,,M,Y,no otoliths,2020-12-14,7.06611,11.16746,2020-12-16,8.01034,,76.97758,2021-01-21,0.0106,12.8027,1207.8054,278.066032,
REF-SMB-A-15,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,369,346,791,11.176,4.977,,M,Y,,2020-12-16,7.08267,13.57007,2020-12-18,8.53932,,77.54647,2021-01-19,0.01,8.1303,813.0349,182.5550352,
REF-SMB-A-16,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,480,450,1737,22.234,10.087,,M,Y,Lumpy gonads,2020-12-14,7.10362,9.36383,2020-12-16,7.62697,,76.84507,2021-01-20,0.0104,48.7807,4690.4507,1086.070576,
REF-SMB-A-17,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,419,397,1133,14.693,4.898,,M,Y,,2020-12-15,7.04557,9.77881,2020-12-18,7.6435,,78.12377,2021-01-20,0.0102,10.4144,1021.023,223.3613398,
REF-SMB-A-18,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,378,360,747,9.542,3.043,,M,Y,many parasites,2020-12-15,7.07069,11.80057,2020-12-18,8.09376,,78.37006,2021-01-19,0.0103,23.7483,2305.6648,498.7139128,
REF-SMB-A-19,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,431,409,1229,15.988,18.684,1.629,F,Y,,2020-10-25,7.09816,10.06842,2020-10-29,7.85713,,74.44769,2020-12-08,0.0103,9.8369,955.0378,244.0342193,
REF-SMB-A-20,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,386,371,937,12.165,14.921,1.651,F,Y,,2020-12-14,7.10544,11.78313,2020-12-16,8.1417,,77.84676,2021-01-21,0.0104,9.096,874.6134,193.7552056,
REF-SMB-A-21,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,497,470,1944,28.877,29.805,1.825,F,Y,,2020-10-24,7.0414,10.03951,2020-10-29,7.75974,,76.04024,2020-12-08,0.0102,39.8018,3902.1416,934.9437622,
REF-SMB-A-22,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,360,344,621,6.801,2.901,,M,Y,,2020-10-25,7.08751,9.33788,2020-10-29,7.58224,,78.01562,2020-11-25,0.0103,20.4578,1986.199,436.6535357,
REF-SMB-A-23,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,420,401,1035,14.96,16.599,1.824,F,Y,,2020-10-25,7.08266,9.53838,2020-10-29,7.63254,,77.6082,2020-12-09,0.0104,23.4808,2257.7737,505.5561714,
REF-SMB-A-24,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,413,398,1133,13.354,4.768,,M,Y,,2020-12-13,7.13037,10.98699,2020-12-16,7.98933,,77.72765,2021-01-22,0.0103,10.6827,1037.1538,230.9985244,
REF-SMB-A-25,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,392,371,912,8.949,3.757,,M,Y,,2020-10-25,7.08439,8.16189,2020-10-29,7.33402,,76.83248,2020-11-04,0.0105,21.5064,2048.2275,474.5235157,
REF-YP-A-12,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Yellow Perch,296,287,337,7.805,17.204,2.278,F,Y,,2020-10-29,7.13022,10.97042,2020-11-03,7.95648,,78.48393,2020-12-11,0.0105,19.4917,1856.3556,399.4147703,
REF-YP-A-13,2020-09-17,Saint John River,REF,46.18625,-67.554377,Adult,Yellow Perch,240,230,148,1.347,3.106,,F,Y,orange cysts on organs (nematodes),2020-10-25,7.06657,9.72534,2020-10-29,7.57075,,81.0371,2020-12-11,0.0101,34.3669,3402.6621,645.2434114,
REF-SMB-A-26,2020-09-21,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,423,395,1183,12.297,6.413,,M,Y,,2020-10-25,7.02447,10.97647,2020-10-29,7.90447,,77.73279,2020-12-08,0.0102,14.6023,1431.6016,318.7777346,
REF-SMB-A-27,2020-09-21,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,364,346,709,7.134,3.191,,M,Y,,2020-10-25,7.04769,10.24167,2020-10-29,7.77179,,77.32923,2020-12-09,0.0104,9.8954,951.4772,215.7072076,
REF-SMB-A-28,2020-09-21,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,321,304,518,6.167,2.628,,M,Y,NF-YP-A-14,2020-10-28,7.10145,10.34556,2020-10-30,7.85849,,76.66417,2020-11-03,0.01,9.2522,925.2164,215.9069262,
REF-SMB-A-29,2020-09-21,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,328,315,511,4.03,3.879,1.783,F,Y,,2020-10-25,7.07527,10.13834,2020-10-29,7.80178,,76.28164,2020-12-08,0.0105,4.4708,425.7917,100.9908083,
REF-SMB-A-30,2020-09-21,Saint John River,REF,46.18625,-67.554377,Adult,Smallmouth Bass,490,465,1845,39.374,42.21,2.901,F,Y,,2020-10-28,7.09244,9.41257,2020-11-03,7.62041,,77.24395,2021-01-24,0.0104,49.4111,4751.0649,1081.154704,
